날짜,기사 제목,매체 이름,링크
2026.01.06,'칩 M&A' 없어도 잘 나가는 삼성전자…2026년 시선은 전장·공조·가전으로,인베스트조선,https://news.google.com/rss/articles/CBMigwFBVV95cUxOQWp2ZGptUDlDMHVfZUxWeHZqckN6UVhUbHdtZFZSaFE5dEx4Y3lJdnFhcVZXbm15dEdFVE1zTVhKWnVVMF92TWdFT3VJbzNHT1Jwd3E5THpGRmhnREtMZ0ZBSzdJbzdPSWJZaVRSTWVBTlFGeUhIZ19EUmFDWXM1WldMYw?oc=5
2026.01.06,삼성전자 반도체 공장을 군산 새만금땅에 유치해야 합니다,전북도민일보,https://news.google.com/rss/articles/CBMiRkFVX3lxTFBTTEN4SFZscTl4bEEzckM3QmdELXdaemxzS0M3M2NkUkd4S3ZVNG5pZ1ZhQWhMMjFZSXh4Nnc5QXZEc3B6M0E?oc=5
2026.01.06,'윤석열 내란 끝내는 길'이 '용인 삼성전자 전북 이전'?,한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9nRUh5U3ZlZTBuTW1oSFAzeUpaZ2VOMm82cGJnVVp5bEE1ZFRfbFpMcVROekswaEFtTHhHYnJCaV9ReG9qckVwX1A5d2FDSHZWVjQ1Z0Q0RWQzUdIBVEFVX3lxTE43Y3Bxa05WN0NXSzE0ck9vVmk3WXhkMUhGUWw2eURhZzdKWHJ1YklFZXFHelpqdWtYR244VDlrNXFRU2hhVHlUOHdsbjZEOFd2X0NiRA?oc=5
2026.01.06,희비 엇갈린 삼성·LG 4분기 성적표…반도체 `맑음` 가전 `흐림`,디지털데일리,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5zZk5CekRjak9PVkZvUWt0MGtuajJJWkViR2xmUGZia05Db2FkaXVEYUlmbHR6WGlMX0NvRkZWMlI5ZjBhNWdZX3hxcV9JbWVXcFd6NVVFWUkzY2JaSWFWbkN3?oc=5
2026.01.06,"[기획]K-산업, 中서 반도체·배터리 안전판 확보",매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5CVEVIcnZwSzBNdnFBcDBHVmh6T3ZEWE5pUGUtNUFtRjg4ZFhXcHREbF9ZQlVKNm4wcWFRdXR6bkh2MHdHMXB2RlJKOU83WGNGWl9zTTVPQnp0SEdTUmFEcUZyVnQ?oc=5
2026.01.06,‘AI 수요 폭증’에 TSMC 시총 6위…공급 병목이 만든 삼성 파운드리의 기회,mstoday.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE1OV2JZYXRuQTJadFNDV2ltd1NfbUFIWlBNbGNkVmlFc25SYVZLNHpkZ1RlZmI0dEM0UHF3aTd6RWdWSWtHODczeGU5MGdjb25vUl94MDJJdGVKNDFwVlluQnVCalNXSll0RXB4RA?oc=5
2026.01.06,반도체가 이끈 코스피 4500도 넘었다 삼성전자·SK하이닉스 또 신고가 경신,중소기업신문,https://news.google.com/rss/articles/CBMibkFVX3lxTE82WXI3djRTS2Nhc0JMdlM3ekVnNlByeXR0Z0JkWF83Rnl3UlJ3WG1iN3FONlRGbE9KZVN2QzIxUzBYZmtRS1U4TERvNWF5dlBHLW1uVzBTOUVGbzZFWGVBUlQtNWlQaE1SNnF1RC1B?oc=5
2026.01.06,중국 메모리 반도체 6조 원 IPO…삼성·SK하이닉스 추격 초읽기,글로벌이코노믹,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOQV9zMmkwYUUtMmx2NEU2ZEw4SnZPOWlobkJDSXM2VkZRYUZlS3hSTTQ3ZDNBYi1vRW1Xd3BFM2tmQkYtYnlDTU00V3pIYnZ2OThrLXpwS2hIQjU0Rnl4WDJYVU1DNllQU08yNks2MGhFRHhhcUdORU5rZlIwNEFVRGtRSWlVZWlk?oc=5
2026.01.06,삼성-하이닉스 ‘반도체 랠리’… 넘치는 메모리 수요에 실적 기대감,동아일보,https://news.google.com/rss/articles/CBMidkFVX3lxTE9DanhwdF95ZzhLTGh5U1dod09TMHFLT3VFZzhYbVdSMU0ySHk4VmQ5YnFpck90ZTZLNmJIUEY3QjMybDBVejBHZnRMOGpRM050R0ZvZEU3ZGZGRGNJMW4wdWVlVDVWWHlxcjlCVFBQTTR3a0ZrQUHSAWZBVV95cUxNLWMtamQ3ZVV6MHJtd09TT283ckMzR2lJdUltYWVWZW5BNDVFNW5jWTNEZnhKTEpSaEhvYS1HeTZFWlBwWENOOF9VNDJneDc5Y1VHWkQ3S2puY0JJWlB6Rjc1TlYtd3c?oc=5
2026.01.06,"[단독] 산은, 삼성전자에 8000억 추가 대출…HBM4 생산 힘 보탠다",sedaily.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5jMGZ4OXU5X2ZPOVdZTXBjNWVqS0VjQmdDekhtdFZXd0hnX3pUR3ZaNFIzdGttUFR6QmN4dVJfWmNGUTZfVmY1M3pUcEp2QnM?oc=5
2026.01.06,[CES 2026]노태문 삼성전자 사장 “AI 탑재 갤럭시 8억대로 늘린다”,전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9iTWdZNThKWFlPNWozdDJ6ZzQwdVViX3Q2cFZHUy0ybVczM3FhenlhZ2c0Y0E5X014c1RNWlZidUtkUlA2aEVyZFhMQXpkZw?oc=5
2026.01.06,"삼성전자 목표주가 18만원, “반도체 최선호주 유지”-KB증권",PRESS9,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5veFViak9ZRm5ZWDBabDFRakJJSFZwbzY4a3did2FWb3RVaXB6LVRCUV9mWDhZY0lzR2ZUeWdGNGZwbHpJMXp0NkVEandwSjFmRDdHbDJkMkZSYm5xWnRwb0trejVBQQ?oc=5
2026.01.06,"野, 용인 반도체 삼성전자 전북 이전 '정치적 개입'",gukjenews.com,https://news.google.com/rss/articles/CBMibkFVX3lxTE1BTjloWjBmSjhyQ0VtWWlibzNCTEdqTUhDM2lnT2dzS2RidGRyMnV6YkI2c2hKWEdwZ3JwQ3JBdVNiQ0c4Q3d5Z1BidFVnWVZYa1hMb0V3YkRIZjFUbTBMeXJURzBDeEN3TmxOQzdR?oc=5
2026.01.06,"KB증권, 삼성전자 목표주가 18만원으로 상향…“반도체 최선호주”",M이코노미뉴스,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE12NHk4aXhnRi1lYUdwR1FoTGROdDZ2QjV1b2dNMTE5dnJBUWxzYnBTaGRkalZqZUlsTEFFcWZKeXhjMTZWZDJFUkQzSHRGWXlIbXdmeUtSU1Z5ay1IMDBKYlk2QzhEUmc?oc=5
2026.01.06,"반도체 상장기업 브랜드평판 1월 빅데이터 분석... 1위 삼성전자, 2위 SK하이닉스, 3위 한미반도체",핀포인트뉴스,https://news.google.com/rss/articles/CBMic0FVX3lxTE83MThNUTJrSE5FOVVIR2tZVFFqQVZySmllZzl2ZWo5UEFHZWtucjZOQnB0NVhGSmFqdFBfNkdkRnZ3XzFLLUwwajc2RlZtVmd4elZUUFREY0JMYUQ0ckhLVm1XeUVQcy14OUZLemw3UXRRT2_SAXdBVV95cUxPNmNDTHhRdC1JSnNlRG5ZVW9hYWZxNW9oT2ZOY0ZGUHdpa1ZuQndkMEk2QWR2Q1dpVHpKNGpyZEx3NnRvSlZNZEtGcFJROWNKcExocnZnNERjUms3bW16VXpvRS1XNkZMTE0zV2VVamN1Y05pZVUtOA?oc=5
2026.01.06,[코스피 지수선물·옵션] 삼성전자·SK하이닉스 선물 폭등…파생시장 자금 대이동,핀포인트뉴스,https://news.google.com/rss/articles/CBMic0FVX3lxTFB1MFZfYUFCX3dfdlhCSGFQZ1dwUEkzajBubW96UHY4U2FwOUVoa0lHRkpkY2RWU0hnU0lVd2t5WUlpWm1BdlpXZHcwbUpSXy1ZNnVzVm14eUxIbERWXzhweDFLckhzOFVvTGNWblF4R2VHZTjSAXdBVV95cUxOQlh2RkZ2WTE2OTBnZjNRem9kVTg1c0FCUC1NUmFJLWxibXpaVjRoY3VNYlRyNEpMeWRFb1pHci1DbDdtV2hmRjFkUGtjT21KSzA4VGlmcFgySEU1Vk5sNmhSQVhDMG5VdjhNT0dCVFFhZzduNzF5NA?oc=5
2026.01.06,"반도체가 이끄는 코스피…사흘 연속 신고가에 4,500 고지 넘어(종합)",연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9JNlNXa005cng5ZDdkU3hkamI4Tk9OYlhid2pnMjBRc2t0NTlzNlFmc201OFdSRkJPMnY1NVhIN1pOd2lHUnppNGF6T1FBRl9MZFdfZHRHdFQwVXfSAWBBVV95cUxPUzdTTXliLXNTMjZWMGRRemlVWVBkdnhBT1lrUkpab3lSOTE2dWhxYmRfWVZjbXlnYVJwdFFBeUdLS0QzdVY2X3A3T2pJR3VKTXZnX21jSGRodFpBd21mN0Q?oc=5
2026.01.06,반도체가 끌어올린 코스피 4500…SK하이닉스·삼성전자 쌍끌이 랠리,굿모닝경제,https://news.google.com/rss/articles/CBMibEFVX3lxTE1jYmRJUW9mbVpzT0trNWVhb1AzUlg5Z29FdV9hdUtmSVRBZkpzQ2MzbE5hLXlRWVBFTnlnMHRuZEZDak50N2RHWHQzbEhyQ2xHZjF0WkRDb1RQRl9PS1BqSTNuUEJuVUhkOGRSZQ?oc=5
2026.01.06,"""반도체 포모현상""…삼전·SK하닉 목표가 줄줄이 상향",뉴시스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5SQURTa2YtMW1rMUsxWWJpR3lqdkpibnpZcHJfQmxONDA4UFBBNlRPeWdyM2RLWXhNV2U2ZFU1NktuSDR6RlFhelJ2TGEwcHVzeW5DQV9sbnc1ZHNYZ0xMSNIBeEFVX3lxTE9LYlk3dFhsdkt3TEFUX015bWVLZmRhaXM5TUJoWGFwc01yQWhEVkxReGU3bzBKZDZrZ0NuT3B3ZGUwZW1PNlR2T1loMGlrTG90TXJtUVRHT2xNeVBINXZOLVNORVJpTUlQTDZpclYxY0Y2bHdETUJmSQ?oc=5
2026.01.06,"반도체 상장기업 2026년 1월 브랜드평판... 1위 삼성전자, 2위 SK하이닉스, 3위 한미반도체",더페어,https://news.google.com/rss/articles/CBMicEFVX3lxTE52RGt1M1FKRXRubEFWWW5sYzZyZmMya29wYWNwa2c1bzk3alJtcmhxbWtrbDdsWVF4T1pkY1VKV1lzUEdHVTJTaDFtcHhSVm5BYW9GUzV6OEVfQktUTktxX2pHOGpGczJMTTNWQU1SRHXSAXRBVV95cUxQWF93dU5DWGRDVUNWQWhMbHRXUEd1YU9QaUxkUldhRlkwYlhqZ3pHSE1MeTNIQ2lWOUx5X3BHSTBqOXFMTTBmR0d1bVpSU05JRGNSSXN2WmUwaWNrTkpCeVJrd25XdHAyZ2lJOEw4Z1h1dHdEOQ?oc=5
2026.01.06,"반도체가 이끄는 코스피…사흘 연속 신고가에 4,500 고지 넘어",연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE01OTZGck55Q0lLaGhYTDN2WkVKRllCdWVwd0FpTG1LUk90U0VaSzJDdUt6ZVo3VUFvZ3kyU1ppTGVTQTJLY3U1SnV0LXlzdjBKZzlsWmYxNFprTDTSAWBBVV95cUxNWnNGSTdqOWtTZU5fYkw2cU9TekprRXNNRENJQjE5ZUZsYlZQUEZ5UnFCNi1jNm5Qb0lCOW5aRzZyMGNSLUpHYTFwcjVTd1JhcW1VaHQ1RElrRnl2a3lJb2s?oc=5
2026.01.06,삼성 반도체 클러스터 '용인 vs 새만금'…지방선거 앞두고 민주당 '내전',mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE1sZXpGc1E5N2FZZlpmRlVkTEZsb2k2V3NSQjRKT09XaG9xa25HYjNvbTJubVdLMXNmaGVtazcxNjI1cGRUakxpdGdQd2tNMW9NODF5OGZ1WWZ2YkdfZTd3V2V6a0dxbnNTaEc0aA?oc=5
2026.01.06,이재용·최태원 '반도체 투톱' 중국으로...현지 사업 현황은?,한국금융신문,https://news.google.com/rss/articles/CBMifEFVX3lxTE16QzhGWkJ6Q3VSeFVXbC1qOUJ3UC15VWQwZ3RQR3BzdHFrQ1d3bXpqYXp4VUJPa2ZCS1BBQWxXekVHSFlUS2tBdzZLT2s5Z01zNFM0VmprR2Y5QkV0RTNLMTJOR2pCSXZaRWUzaGJFQy1EdXotZ19mZzI1bUM?oc=5
2026.01.06,"[전망] 삼성전자, 2026년에도 사상 최대 이익...목표가 17만원",알파경제,https://news.google.com/rss/articles/CBMiXkFVX3lxTE81U2VaSElUQWU1dFNnZWdLXzh2STBiU2Q3UjNZWkFQcTUySlZiYjRHRGVqaElqYWdmOVBXY3VCREpkMEE5QjBXdDdGc2xKT3lWMC1rTmlSYUVQOExmMFHSAW5BVV95cUxQQVA0NDJBeVhFdUxkWGhxT2xQT3Y5ZXpGZmJzUEpJM2tKa1ZKaFpUQWNQZmlRQlBUZmp1MTlXSDVfQS1lTzRoWFFrbTF5Ry1zS2M1Z2EyNy1Uc3pUcFB5SVl3TnhCWVIxcG81M1M3UQ?oc=5
2026.01.06,"코스피 상승분, 절반은 반도체 덕…삼전·하닉, AI·메모리 훈풍받아 ‘훨훨’",에너지경제신문,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBibFBYVXZoOHdrX0U4VEw1X0JjU1QyVHlRSDZYdEZ1WGN5TTEwZllzajg5TGdDaXdmbVZUb3doUUZiZjd1X1RYcGg5ZDZjZDFmS0FaZlRac1Q4UEU?oc=5
2026.01.06,'엔비디아 깐부' 하이닉스 HBM4 16단 첫 공개…삼성전자도 HBM '턴키 마케팅',sedaily.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE56SHNqR2VPV0pCSVJkb0tveV9KNHF5UEJ1Zm1vdllFVW1INzJlS2l6QVhDRU1vSEpSdVVSZmhxb3lTd3JMMmpDS1F2d3dZVk0?oc=5
2026.01.06,"""삼성전자 18만원, SK하이닉스 80만원 간다"" 종목보고서 또 나왔다 [株토피아]",파이낸셜뉴스,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBmdW85TC1IM2dXcjB6Zk53VWRKSlBVWDgwc0xqWjl2a1podEEydnduNmNFQTgyS0gyb3F2SnktTWlxOWY0QldRcDlWM28zdmsybEF4LUNrbmlLUdIBXkFVX3lxTE8zM08xTVZtNHNIbnpiY0NXeFlBa2V2Z2Fmd21mZkNuOXB1eXlPMGdKTHhtVE15QnoweE5QaHF1WFMyZFdZcVZyNnpodHNzSmgyWWtCOEttalVmQVFMNGc?oc=5
2026.01.06,"반도체 상장기업 브랜드평판 1월 빅데이터 분석···1위 삼성전자, 2위 SK하이닉스, 3위 한미반도체",여성소비자신문,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9MdWZ4TktvR0R2eXMyLVBVSmtmUW5lS2VzYzlvbFJmTDg5eHhXb3NlaHhsbl85NENJeWFZOWxZQVZrQUVHN25qc0JLVjFXUmdLamozRzZqVE50bDlYMno1WS1FSQ?oc=5
2026.01.06,코스피 이끄는 반도체 투톱…시총 비중도 사상최고치,헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5aSE1wRy1VOFpuMkdDMHE2Vk5IVkdPWXVnbjhOMjI1ejg1VmNwem45eXVvZ0Y2TG5XWGZrbzFxMk5pNUc3Qlhyb1JIRWJKZEV3ZlRqWHJB?oc=5
2026.01.07,"산업은행, 삼성전자 반도체 설비투자에 8000억원 저리대출",포인트데일리,https://news.google.com/rss/articles/CBMicEFVX3lxTE9BRXUwTnJxNlp3SEVvZ1dVQ2ZyT0tQREFkTUFPbVhUSnh3dFhIb1RIcjZGcXhwSDUzMWU0Vy0yc2ZHOVg1aXRMQURwZ3J5TzdkMkI1aW5CZ2U0RURRWEpyeHNlX2pHRDFtQlRUYkk2V0bSAXRBVV95cUxOX0xFelk1RWhSQXNxQTlxOElVNHMxdDJnSXI3Znk3UnVHN1p4dnJnalVudl82MDhJOHlvaGxvNTg3NzNrTGZ2RXdoSGRhVFNTcVlVVmhaZDBIV2YyRTZqT0NaQzQzR0VlN042aU40aG5nRzVEaQ?oc=5
2026.01.07,반도체 되살아난 삼성전자…연간 영업이익 100조원 바라본다,중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1VVlNQNUFQdG1FNkRIckRWX2FjMjdKUVZSZjJjbUVvaEljZHMtU1dVUExIRDU0eEFKQzAwN0NVUmcwYXlMRVZjOUNYaEtLT0IxTldhZGt3?oc=5
2026.01.07,"삼성전자 SK하이닉스 주식 멈출 기미 없는 랠리, 추격매수 부담되면 반도체 ETF가 대안",비즈니스포스트,https://news.google.com/rss/articles/CBMic0FVX3lxTE1UeFZEZGxHT21rc19SeE1RdEc1YUJhcmpZclQwVk1rVFpjS2FsSXZzVGlaRS1LY3lGWjk2ekh1UThlaHJ3VlI0aFZwN01JeWpzRld2c1E4RXpJRV9wZ1FOVHM5UlpDWHFXOWdKYzZsWlRYSlk?oc=5
2026.01.07,HBM4 판 흔드는 마이크론···삼성·SK와 메모리 반도체 '3파전',서울파이낸스,https://news.google.com/rss/articles/CBMiakFVX3lxTFBQaklhNkM0d0w5NjkxTUswMENiY1gzeXJiSEIxamZYYkxIb2h5RHBNdTcxR3RzeG9vLUFHSWdzaTB0UDR1T2ZHSUF4ZGxwYzNwZk9YLTYweXY5RnZ5dVNNUnVZTHJLQXFfcWc?oc=5
2026.01.07,"엔비디아, CES서 삼성전자 반도체 전시관 방문…HBM4 공급 논의",연합뉴스TV,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9kNnI2eGdMRE5PblB3OTd6MkNRUzlySzE0RWhVWUphTlFJdmU5d3o1blhyU0lrWDFSOEtMX0l1eTBIcUZNNHZ3cVlmTFdla2JrWlRPTy1EOW9XOHFfLU1FN05ycExoQW8?oc=5
2026.01.07,"차량용 반도체로 숨 고른 삼성 파운드리, 피지컬 AI에서 반전 노릴까",kmjournal.net,https://news.google.com/rss/articles/CBMiakFVX3lxTFBIWXVUb3k0X2lLbGZ0ejlDRUpQTXQ1MmgtOElhSXBRMUZWQ0JWbjI4OXVSQV9iOXNnWXdBWTFSRHlWQWNtMTR2NUEtUEJKWHlXY1FBQS1abkpIZndvcC0xa0hmUG8zTzV0Mnc?oc=5
2026.01.07,"[단독] 엔비디아, 삼성 반도체 전시장 방문…HBM4 사실상 공급 가시화 [CES 2026]",파이낸셜뉴스,https://news.google.com/rss/articles/CBMiWkFVX3lxTE4zNUVLQzFPcWhpaktVTFRuN0hHNHFETFYxNXpPOE5yc2NNWmN3UTRQbXNSSEJKOVNLbWpGQ1ZFNm1Ec0UwWFVaN0lEMnFEcXVLRTN6YVFsOFV6Z9IBXkFVX3lxTE9NblV0ZEgyRHRUd3doU21UQTNWamNXaVNSanY2OVFMZHZCaUdDOHZhVl9UU05Ta29LV3o3ZDJDMGVodGVWZHhEN2RYb0lyMEFZcEJsd0FSTkN2OUpfVFE?oc=5
2026.01.07,[CES 2026] 첨단 반도체·슈퍼칩 향연...'AI 무한경쟁' 돌입,서울와이어,https://news.google.com/rss/articles/CBMia0FVX3lxTE9UVURDd1ExZVl1b1I0VHF6elRNS3BKU0daOXVMelVUcnVnZ0F4S3Z2S1FrUnM0S2cwZFo4X1hqS1V4N09fM2FsRktQYnhJY1NCT1VqdWxFc3BIWnN0UXZjaDJVemNOckJYcGk4?oc=5
2026.01.07,[업종 대표주] 반도체와 반도체 장비: 삼성전자 +3.67% 출발 - 조선비즈,Chosunbiz,https://news.google.com/rss/articles/CBMigwFBVV95cUxNdmE5c3dRaFZaNnROSWxIT0I1VnZfZjdpTC1SbU1JQi1oX3YxMU9iWTgyZWxDR1hTcnEtcW5zQzQ3ZS16aVh0X1d0ano4ZU50dU1PUUExb3Z4eEF0UkFNRXYzN2xqQURNVmNmeHNXYUxfZ1lXWTF3LVJVM0RKdE1ZWVBtVdIBlwFBVV95cUxOVkh5SktUVFpDZGpCcXZGS3BhRExQTWJRMU0xSUFNdmdmSThLbjJFd1c1anJJZVpycF9BNzFXMjFQaEtkcjFGUWhyOXhUaktIbHlGV2RIa3VLNUk1ZzUxWXpET0VRbDBFT29GQ01oNUhySGIwbnkxVXJYbVJhcWExWGJ1XzR0U0w1ZEp3ZktMUWljN3BXLWhR?oc=5
2026.01.07,"안호영 의원, “용인 반도체 삼성전자 전북 이전, 지금 전북이 나서야 합니다”",전북도민일보,https://news.google.com/rss/articles/CBMihwFBVV95cUxNMExyNVozQXNZdm14ejlwbm9CQ1A2R1JwVUxfd3hDZ0lLaWNmeHpfRy1ZR2w3TWlrTHBJNmNxVGdyZEtOSHdWV1ZoYWE5d2dwTDU5bV9zdEpRTjg3NzNrcHJxR1BYTndzMlJYdUFnNk8xZl9RWlN0T2k5Tld2Yl9YMDRJUnAzd2s?oc=5
2026.01.07,"삼성·하이닉스 급등에 개미들 “언제 팔아야 하나” 고민…증권가는 “반도체, 아직 더 갈 여지”",조선일보,https://news.google.com/rss/articles/CBMigAFBVV95cUxPNzQwSThFZTZSZDBTOEpYeG1Tb2tqc1VtcEJyamtqN1EwMmQyVGhRS0pfbHpMaldlY1pnSnRuUHNtNzFKSEZfNUtLY3ZpNTY1MnItaGdmMEN3T2pzalIyc3BkSDZPVm5SYlBMY1EwN0xFbzNCZ1NLOURZVlFmQ0pOaNIBlAFBVV95cUxQTld1Tk9OYUhvVkZOdEYzbVhxVTJZVUgxTDdzdjFKTXNEeDVtOXRTMnBOUjFVeTBKWnVQNm9KeDJPeDcyWjA0WTNWdFVINV9NUGRSWW1YcEw5MUdBcTVNa1pPRkFVZHdwYWxUY2huZzNfR1NTNVY5SUNiMjRLODhKZWd6RzZyWGJPeHNqcjVqaVNudy1J?oc=5
2026.01.07,"삼성전자, 2025년 4분기 영업익 160% 급증 전망",PRESS9,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1mU2FEb1VROGhDM0FjTW40WndXU05GQVFabVlOZmFLMUZjaUp6UXZreHZxZ0piNTBqRDNrSEVnQ2xtSmUxUEFQa0ZIMUQ2SWtQclM0a3cxSDcxQ3g1ZkhmRDRJaUVqZw?oc=5
2026.01.07,“머지않은 코스피 5000선…삼성전자 잠정실적이 관건”,마켓인,https://news.google.com/rss/articles/CBMic0FVX3lxTE41aldyRzRnRHdTM2dkX3FueVc3cHo3RUpBRmpxeURsWXR1WFhTNzBqZU5vM3FaUU5uSExZMUE0YVZkLUtxcnpUVjFKZENHSHZBLTRvcjUzQ0NGLUVSNVJtMDI5SzNnWVFDUzVVbjh2eTlvLU0?oc=5
2026.01.07,"케이씨텍, 삼성전자와 227억 반도체 제조 장비 계약",블로터,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1OU0ZTSERHVkJ6RXBCWllMbjNxV3YzR3Jva25hWlI0VnJFOW9ZbFJNTmM1OXRjWlhlQktaT2VwUm5QbjNLSnJEVFZkS2RoYWFGbGZ5bzhNWlRzS21tQm9fNm9Xekd0Unk30gFsQVVfeXFMTkVpanVXbEd5SkZSQy15THJ5M2tOeUJyNEVBcG9URVBHM284T1BJUXdnQXVKNkFmMkI1UHoxdGxSTTNsWDY2bkVQVkk3aGl4ekhudHNoSXRIbmhkQi0yb1NpUHRMc2NxU3JBZkFh?oc=5
2026.01.07,"""삼성 반도체, 용인 말고 새만금에?"" 與 내부 갈등 이유는?",mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE9pX1FnUF9wWWFBRlhJQTJta2hsdC1teDlQdXo3Ymt6bE9KejlJMG5kNmlWbWVhUnRjRDNiVmVmZmpZWWk3UnJOeS1OTU5RYnpWdE9jQ01WNGM3UXNCb1NwUHlfUHZMQTA3N1JzOQ?oc=5
2026.01.07,"안호영 ""용인 반도체 삼성전자 전북 이전, 도민 관심 절실""",뉴스1,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1wc3AzbmNGZVVEYzlTN19WVUR2RWQtTk84eWd4dkdRSDRuMTVmRVRuNVkzNWtJYTVZZTVLWkd2Ymt4WnNMR2dtYVNQclRFNDY5VDVhZg?oc=5
2026.01.07,"삼성 파운드리, 5년 절치부심…퀄컴 물량 따내고 TSMC '추격'",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5uX2tnM3c0cHRWVk1HbG9sZWt6MUtRTFoxLUlLQ0tjT0U4RjZxX1FSMUdmbEdXdWxxaFl2YXc1TXpUcDh1Z294YnJHMzRaNXFDWGQ1Z180aGs5d9IBVEFVX3lxTFBqM0pwSTdtWUM1SS1CaEdfeXNJMFdjNTF1R1ZaZzlFM1hycVN6eUxTbjY4ckgzbUZoZTA0ak5QRGxJRnZIOG5yMDllX0RIM3E3M2cyTg?oc=5
2026.01.07,"[특징주] 반도체 질주 어디까지···삼성전자·SK하이닉스, 동반 '신고가'",녹색경제신문,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1OOU4tMEE1VjVOOW5uYlBINFlSSUZoX3VwSXdRWmU2MC1oYlVyQ0xXVnNMbUR3bGJmVDU2eUJEQmJycW1qTnFZdllYNUg5b3ZqeTNFcVFvNXc1enVmZ00zYW0wcFhBU1Uy?oc=5
2026.01.07,반도체 질주에 코스피 또 사상 최고…삼성전자·하이닉스 '최고가',한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1Tbms1MFlWYzR3bmZ6MDBNYVh3aXdrRGFpeWg0VVA3QUdnRlpFRGx4VG5RYnROU0pVMHVDNWtrU3J6UENKZUd4Wk9aRFI3RDQ5YVFab09ybzM2d9IBVEFVX3lxTFBWYVNlTW40dDA3aktMYzd4M0pZN0RrT3JrVENYN2Q1Q01mY0lkVF9kZ3pLdFNhYjNtZDNwenlGcDNkQkh3eUlwb0sxY3ZoLXFoaVBHbQ?oc=5
2026.01.07,"[공시속보] 케이씨텍, 삼성전자와 반도체장비 공급계약→매출 기반 확대 기대",톱스타뉴스,https://news.google.com/rss/articles/CBMickFVX3lxTFBwZFdJOGhaS1FNUmxUMGVWSk5UYzR0RnBQWGlUZGk2TEl1VlRVM0Fzanp5S0pHMXJ4Wjl3R05fWmUtbUpOMjVmclR1eDY4eHQ3NEFjeEdqRWZQOTNfb0d6NElQNURQb3FXNEhNeVQ1RThfQQ?oc=5
2026.01.07,"케이씨텍, 삼성전자와 반도체 제조 장비 공급 계약 체결",디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE9oVzZIZTNvZ3ZNS0ZTa3hUbHhYN2pNek5KZHUtYm1CLUNFLTdTcTlhaFQyVUlMeVZTNV9FWnZfWm40R0k2YU5ZMFpVc2FkQkNFdFd3cHhuZFoybG9HM2NRWi1IRWVNRFNYZkh1YU1XVTZuMTA?oc=5
2026.01.07,삼성전자 24만원·하이닉스 112만원...믿기 힘든 목표가 나왔다,매일경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE94TVNlbjFzWW03XzFycXJvS0FBYVViTXNqM05oZ2ZUSjQ1ZTdnVEo2bzBRRXVVOUxqMnM3d2x1ZFlOdmIwOUhfY3AtVmFsc1UxWkE?oc=5
2026.01.07,[데스크에서] 선거철마다 삼성 파는 4류 정치,조선일보,https://news.google.com/rss/articles/CBMif0FVX3lxTFBRd0ZNdVRBXy1rMVIxLU5ySEp4UVhOMEIwc0p4dG1nU0NtZG4yZU1LODZuUm55TGRDZ2FLakx3SmIxNlRHMV8tYjZ0MEF5R3Z6ZVU2bmJzMzJxanc0UE9hVkFBV1V3bTZkV0ltRGhKLTdQQWlJWEhOUG1WMTlZZTTSAZMBQVVfeXFMT1JMc3BDSUdnLWdtM3NvYk9XeTVCczZmbnh3MFFnRkZ2YWRDUE1Ta1NkcU80VWt2Sm81T3RuS29lRFFscFJxcnVrOTctVm5GUnZkREdJaHRuVDZoVjU5ZjBpSmhyaGR5eXlqb0k3eHdSUUVPNFQ2RkFqNUwtcDMtVGNuWFFMWlRPeEgzRjRqNUlsTmR3?oc=5
